Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	W6A	W7	W8	W9	W9Plus	W10	W10A	W12	Notes
London-North-Western-North	1067	NW8009	WJK	Walton Jn – Kirkby	33	16	29	41	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8011	MIR1	Mann Island Jn – Mann Island Jn via Loop	0	00	2	12	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8011	MIR2	Mann Island Jn – Hamilton Square Jn	0	69	1	72	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8011	CWK1	Hamilton Square Jn – Change of ELR (Birkenhead Park)	1	72	3	00	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8011	CWK2	Change of ELR (Birkenhead Park) – Bidston East Jn	3	00	4	40	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8011	CWK3	Bidston East Jn – Bidston Dee Jn	4	40	4	78	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8011	CWK3	Bidston Dee Jn – West Kirby	4	78	10	46	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW8013	MIR2	Canning Street Jn – Rock Ferry	1	60	3	42	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW8013	CRR2	Rock Ferry South Jn – Hooton South Jn	13	39	7	68	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW8015	BEN	Bidston East Jn – New Brighton (New Brighton lines)	4	40	7	18	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW8017	CCS1/2	Network Rail Boundary (Canning Street North) – Rock Ferry South Jn	15	40	13	30	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9001	MAS	Route Boundary (LN808) (Dore West Jn) – Chinley North Jn	154	20	174	01	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9001	TTA1	Chinley North Jn – New Mills South Jn	168	39	172	27	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9001	NMC1	New Mills South Jn – Hazel Grove High Level Jn	172	27	177	40	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9001	HGC	Hazel Grove High Level Jn – Hazel Grove East Jn	2	62	2	35	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9001	BEJ	Hazel Grove East Jn (Limit of electrification) – Edgeley Jn No.1	2	35	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9003	CYC	Chinley East Jn – Chinley South Jn (Chord line)	168	32	167	56	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9005	CNB1	Chinley North Jn – Chinley South Jn	168	39	167	56	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9005	CNB1	Chinley South Jn – Change of Mileage (Site of former Peak Forest Jn)	167	56	161	05	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9005	CNB2	Change of Mileage (Site of former Peak Forest Jn) – Change of Mileage (Site of former Buxton Jn)	0	00	0	28	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9005	CNB3	Change of Mileage (Site of former Buxton Jn) – Buxton SB	161	15	164	52	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9005	CNB4	Buxton SB – Buxton Sidings	164	52	165	12	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9007	TTA1	New Mills South Jn – Marple Wharf Jn	172	17	177	23	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9007	TTA1	Marple Wharf Jn – Romiley Jn	177	23	178	33	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9007	TTA1	Romiley Jn – Brinnington (Change of Mileage)	178	33	181	00	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9007	TTA2	Brinnington (Change of Mileage) – Ashburys East Jn	42	77	46	24	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9009	MRH	Marple Wharf Jn – Rose Hill Buffer Stop	11	02	9	78	N	N	N	N	N	N	N	
London-North-Western-North	1068	NW9011	RYH1	Romiley Jn – Woodley Jn	178	33	179	44	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9011	RYH2	Woodley Jn – Hyde Jn	8	74	6	16	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9013	WJP1	Woodley Jn – Bredbury Sidings	40	53	39	58	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9017	NMC1/2	Hazel Grove High Level Jn – Cheadle Jn	177	40	181	71	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9017	WJP1	Cheadle Jn – Northenden Jn	35	64	33	52	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9019	BUX	Buxton – Brigg’s Sidings	0	00	4	70	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9021	BEJ	Buxton – Hazel Grove East Jn	19	09	2	35	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9901	SKW1	Route Boundary (LN922) (Gargrave) – Settle Jn	230	00	234	44	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9901	SAC	Settle Jn – Petteril Bridge Jn	234	44	307	12	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9901	NEC2	Petteril Bridge Jn – London Road Jn	59	26	59	45	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9901	NEC2	London Road Jn – Carlisle South Jn	59	45	60	02	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9903	SKW1	Settle Jn – Change of ELR (Site of former Wennington Jn)	234	44	249	44	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9903	SJC	Change of ELR (Site of former Wennington Jn) – Change of ELR (Site of former Carnforth East Jn)	9	45	0	31	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9903	CEC	Change of ELR (Site of former Carnforth East Jn) – Carnforth Station Jn	0	25	0	04	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9907	WAR	Appleby North Jn – Appleby West Jn	277	27	277	56	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9907	EDE	Network Rail Boundary (Warcop) – End of line	11	03	11	46	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9909	NEC2	Route Boundary (LN682) (Scotby) – Petteril Bridge Jn	58	00	59	26	N	N	N	N	N	N	N	
London-North-Western-North	1069	NW9911	NGD	London Road Jn – Bog Jn (Newcastle Goods lines)	0	00	0	25	N	N	N	N	N	N	N	
