ROUTE	PAGE	LINE OF ROUTE	LINE OF ROUTE / SECTOR DESCRIPTION	W6A	W7	W8	W9	W9PLUS	W10	W10A	W12	NOTES
London-North-Western-South	0666	MD167	WAW	West London Jn (Willesden) – Route Boundary (EA1360) (Acton Wells)	6	19	6	76	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD170	ACW	Route Boundary (EA1360) (Acton Canal Wharf Jn) – Willesden Jn	0	11	0	00	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD175	BPH	Bridge Street LC – Site of former Bridge Street Jn	4	56	4	29	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD175	BDN	Site of former Bridge Street Jn – Site of former Duston North Jn	0	00	0	18	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD175	NMH	Site of former Duston North Jn – Northampton South Jn	0	29	0	65	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD180	RTS	Rugby Trent Valley Jn – New Bilton	0	00	0	79	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD232	WNS	Route Boundary (LN3232) (Hinckley) – Nuneaton South Jn	2	62	0	05	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD232	WNS	Limit of Electrification (Down direction) – Nuneaton South Jn	0	39	0	05	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD232	WNS	Nuneaton South Jn – Nuneaton South Change of ELR	0	05	0	00	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD232	PVS	Nuneaton South Change of ELR – Limit of Electrification (Up direction)	10	61	10	39	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD232	PVS	Limit of Electrification (Up direction) – Midland Yard Jn	10	39	10	09	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD232	NMA	Midland Yard Jn – Abbey Jn	10	09	9	60	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD233	MYC	Midland Yard Jn – Canal Farm Jn	0	00	0	69	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS1	Rugby Trent Valley Jn – Coventry South Jn	83	18	93	71	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS1	Coventry South Jn – Coventry North Jn	93	71	94	19	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS1	Coventry North Jn – Stechford North Jn	94	19	109	12	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS1	Stechford North Jn – Grand Jn	109	12	111	72	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS1	Grand Jn – Proof House Jn	111	72	112	19	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS1	Proof House Jn – Birmingham New Street (Change of Mileage)	112	19	112	73	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS2	Birmingham New Street (Change of Mileage) – Soho South Jn	0	05	2	06	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS2	Soho South Jn – Soho North Jn	2	06	2	38	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS2	Soho North Jn – Galton Jn	2	38	3	64	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS2	Galton Jn – Wolverhampton Crane Street Jn	3	64	12	60	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS2	Wolverhampton Crane Street Jn – Bushbury Jn (Change of Mileage)	12	60	14	43	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD301	RBS3	Bushbury Jn (Change of Mileage) – Route Boundary (NW1002) (Stafford Trent Valley Jn No.1)	15	32	23	30	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD306	BAG1	Change of Mileage (Birmingham New Street) – Lifford West Jn	42	35	47	20	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD306	BAG1	Lifford West Jn – King's Norton Station Jn	47	20	47	48	N	N	N	N	N	N	N	
London-North-Western-South	0667	MD306	BAG1	King's Norton Station Jn – King's Norton Jn (Change of Mileage)	47	48	48	02	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD306	BAG2	King's Norton Jn (Change of Mileage) – Barnt Green Jn	46	77	51	58	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD306	BAG2	Barnt Green Jn – Stoke Works Jn	51	58	57	43	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD306	BAG2	Stoke Works Jn – Abbotswood Jn	57	43	68	60	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD306	BAG2	Abbotswood Jn – Route Boundary (GW401) (Ashchurch)	68	60	77	40	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD310	BEA	Barnt Green Jn – Redditch	51	58	56	60	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD315	SAS	Stechford South Jn – Stechford North Jn (via Up Line)	-0	20	-0	04	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD315	SAS	Stechford North Jn – Aston South Jn	-0	04	2	61	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD320	RBS1	Proof House Jn – Curzon Street Jn (Change of Mileage)	112	19	112	07	N	N	N	N	N	N	N	
